BHK,Area,Is_Resale,Location,Status,Floor,Furnishing,Facing,Bathrooms,Balcony,Price
3.0,1122.0,0,mumbai,Ready to Move,20 out of 38,Unfurnished,East,3.0,1.0,30700000.0
3.0,1764.0,1,mumbai,Ready to Move,28 out of 50,Unfurnished,East,3.0,2.0,63000000.0
2.0,564.0,1,mumbai,Ready to Move,17 out of 22,Unfurnished,East,2.0,1.0,18000000.0
1.0,412.0,1,mumbai,Ready to Move,9 out of 12,Unfurnished,East,2.0,2.0,2800000.0
2.0,700.0,1,mumbai,Ready to Move,12 out of 22,Unfurnished,West,2.0,3.0,8530000.0
2.0,575.0,1,mumbai,Ready to Move,9 out of 16,Semi-Furnished,East,2.0,1.0,8500000.0
2.0,888.0,1,mumbai,Ready to Move,7 out of 22,Unfurnished,East,2.0,1.0,24000000.0
1.0,370.0,1,mumbai,Ready to Move,2 out of 4,Unfurnished,North,1.0,1.0,7600000.0
3.0,1250.0,1,mumbai,Ready to Move,22 out of 24,Unfurnished,West,3.0,1.0,56000000.0
3.0,1000.0,1,mumbai,Ready to Move,17 out of 21,Unfurnished,East,2.0,1.0,30000000.0
2.0,750.0,1,mumbai,Ready to Move,9 out of 14,Furnished,East,2.0,1.0,22500000.0
1.0,351.0,0,mumbai,Ready to Move,12 out of 18,Unfurnished,North - East,2.0,1.0,11500000.0
4.0,2005.0,0,mumbai,Ready to Move,10 out of 23,Semi-Furnished,East,4.0,4.0,63500000.0
3.0,1100.0,1,mumbai,Ready to Move,13 out of 54,Unfurnished,East,3.0,1.0,33000000.0
2.0,669.0,0,mumbai,Ready to Move,4 out of 12,Unfurnished,East,2.0,1.0,12500000.0
3.0,806.0,1,mumbai,Ready to Move,Upper Basement out of 15,Semi-Furnished,East,2.0,3.0,22500000.0
2.0,720.0,1,mumbai,Ready to Move,Upper Basement out of 15,Semi-Furnished,East,2.0,2.0,19500000.0
2.0,856.0,1,mumbai,Ready to Move,Upper Basement out of 10,Semi-Furnished,West,2.0,2.0,22500000.0
3.0,1410.0,1,mumbai,Ready to Move,13 out of 25,Furnished,North,3.0,3.0,36000000.0
1.0,326.0,1,mumbai,Ready to Move,3 out of 3,Unfurnished,North,2.0,1.0,5800000.0
1.0,608.0,0,mumbai,Ready to Move,7 out of 22,Unfurnished,East,2.0,3.0,12000000.0
3.0,1125.0,1,mumbai,Ready to Move,12 out of 14,Unfurnished,North - East,3.0,3.0,38100000.0
2.0,725.0,1,mumbai,Ready to Move,5 out of 20,Semi-Furnished,East,2.0,1.0,23000000.0
4.0,3311.0,1,mumbai,Ready to Move,36 out of 54,Semi-Furnished,East,5.0,5.0,72500000.0
3.0,1266.0,0,mumbai,Ready to Move,15 out of 30,Unfurnished,North,2.0,2.0,70000000.0
4.0,3050.0,0,mumbai,Ready to Move,24 out of 33,Unfurnished,East,4.0,4.0,145000000.0
2.0,765.0,1,mumbai,Ready to Move,21 out of 39,Semi-Furnished,East,2.0,2.0,19000000.0
1.0,390.0,1,mumbai,Ready to Move,8 out of 9,Unfurnished,East,1.0,3.0,3200000.0
4.0,1642.0,0,mumbai,Ready to Move,17 out of 37,Unfurnished,East,4.0,1.0,68000000.0
2.0,550.0,1,mumbai,Ready to Move,4 out of 7,Furnished,South -West,2.0,4.0,5900000.0
2.0,675.0,1,mumbai,Ready to Move,10 out of 25,Semi-Furnished,East,2.0,1.0,16500000.0
4.0,2136.0,1,mumbai,Ready to Move,59 out of 75,Unfurnished,West,5.0,2.0,102500000.0
3.0,1142.0,1,mumbai,Ready to Move,21 out of 29,Furnished,East,3.0,2.0,42500000.0
5.0,3247.0,1,mumbai,Ready to Move,4 out of 18,Unfurnished,North,6.0,3.0,150000000.0
3.0,1300.0,1,mumbai,Ready to Move,11 out of 51,Semi-Furnished,North - East,3.0,2.0,60000000.0
2.0,750.0,1,mumbai,Ready to Move,9 out of 19,Semi-Furnished,East,2.0,1.0,18500000.0
2.0,940.0,1,mumbai,Ready to Move,16 out of 63,Semi-Furnished,North - East,2.0,2.0,37000000.0
2.0,1100.0,1,mumbai,Ready to Move,1 out of 4,Furnished,West,2.0,2.0,42500000.0
3.0,1150.0,1,mumbai,Ready to Move,15 out of 22,Semi-Furnished,North - East,3.0,1.0,40000000.0
7.0,3800.0,0,mumbai,Ready to Move,27 out of 40,Unfurnished,North - East,7.0,1.0,76500000.0
3.0,832.0,0,mumbai,Ready to Move,8 out of 16,Semi-Furnished,South - East,3.0,1.0,26000000.0
2.0,600.0,1,mumbai,Ready to Move,8 out of 9,Semi-Furnished,North - East,2.0,3.0,10500000.0
3.0,1369.0,1,mumbai,Ready to Move,13 out of 27,Unfurnished,West,4.0,1.0,61000000.0
2.0,815.0,1,mumbai,Ready to Move,8 out of 15,Furnished,East,3.0,2.0,25000000.0
2.0,650.0,1,mumbai,Ready to Move,21 out of 38,Semi-Furnished,East,2.0,1.0,22000000.0
5.0,3300.0,1,mumbai,Ready to Move,32 out of 61,Unfurnished,North,5.0,5.0,65900000.0
5.0,4200.0,1,mumbai,Ready to Move,40 out of 60,Unfurnished,East,6.0,6.0,73500000.0
1.0,361.0,0,mumbai,Ready to Move,7 out of 14,Unfurnished,East,2.0,3.0,3500000.0
3.0,987.0,1,mumbai,Ready to Move,10 out of 27,Semi-Furnished,North,2.0,2.0,34500000.0
1.0,435.0,1,mumbai,Ready to Move,5 out of 20,Semi-Furnished,East,2.0,2.0,11000000.0
1.0,450.0,1,mumbai,Ready to Move,9 out of 18,Unfurnished,East,1.0,3.0,6500000.0
2.0,773.0,1,mumbai,Ready to Move,17 out of 21,Unfurnished,East,2.0,1.0,23800000.0
2.0,690.0,1,mumbai,Ready to Move,2 out of 7,Unfurnished,East,2.0,1.0,18200000.0
3.0,1550.0,1,mumbai,Ready to Move,2 out of 8,Semi-Furnished,North,3.0,1.0,110000000.0
2.0,825.0,1,mumbai,Ready to Move,4 out of 32,Semi-Furnished,North,2.0,1.0,46000000.0
5.0,3200.0,0,mumbai,Ready to Move,30 out of 40,Unfurnished,North - East,5.0,1.0,61100000.0
7.0,3800.0,0,mumbai,Ready to Move,27 out of 40,Unfurnished,North - East,7.0,1.0,79900000.0
1.0,435.0,1,mumbai,Ready to Move,12 out of 16,Semi-Furnished,East,1.0,1.0,7600000.0
2.0,858.0,1,mumbai,Ready to Move,3 out of 4,Semi-Furnished,North - East,2.0,3.0,22500000.0
3.0,1240.0,1,mumbai,Ready to Move,8 out of 53,Unfurnished,East,3.0,1.0,35500000.0
3.0,2271.0,1,mumbai,Ready to Move,9 out of 60,Furnished,East,5.0,3.0,118000000.0
1.0,525.0,0,mumbai,Ready to Move,4 out of 10,Furnished,North - West,2.0,1.0,13000000.0
1.0,792.0,1,ahmedabad,Ready to Move,3 out of 10,Unfurnished,East,1.0,1.0,2580000.0
3.0,2045.0,0,ahmedabad,Ready to Move,Lower Basement out of 12,Unfurnished,East,3.0,1.0,14500000.0
3.0,1575.0,1,ahmedabad,Ready to Move,11 out of 11,Furnished,West,3.0,1.0,20000000.0
1.0,603.0,1,ahmedabad,Ready to Move,5 out of 7,Unfurnished,East,1.0,1.0,2500000.0
4.0,2122.0,1,ahmedabad,Ready to Move,4 out of 20,Unfurnished,East,4.0,1.0,23000000.0
3.0,1190.0,0,ahmedabad,Ready to Move,7 out of 14,Unfurnished,East,3.0,1.0,11500000.0
2.0,77.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,2.0,1.0,4500000.0
2.0,735.0,1,ahmedabad,Ready to Move,14 out of 14,Furnished,East,2.0,1.0,7500000.0
1.0,747.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,East,1.0,1.0,2700000.0
5.0,3850.0,1,ahmedabad,Ready to Move,10 out of 10,Furnished,East,5.0,2.0,55000000.0
2.0,85.0,1,ahmedabad,Ready to Move,4 out of 4,Unfurnished,East,1.0,2.0,4200000.0
2.0,720.0,0,ahmedabad,Ready to Move,5 out of 14,Unfurnished,East,2.0,1.0,5500000.0
3.0,860.0,1,ahmedabad,Ready to Move,4 out of 14,Semi-Furnished,East,3.0,3.0,8000000.0
3.0,1550.0,1,ahmedabad,Ready to Move,11 out of 13,Unfurnished,South -West,3.0,1.0,7600000.0
3.0,1050.0,1,ahmedabad,Ready to Move,1 out of 4,Semi-Furnished,East,2.0,2.0,5700000.0
4.0,3700.0,1,ahmedabad,Ready to Move,5 out of 12,Unfurnished,East,4.0,4.0,17100000.0
3.0,892.0,1,ahmedabad,Ready to Move,5 out of 12,Unfurnished,East,3.0,2.0,5800000.0
2.0,90.0,1,ahmedabad,Ready to Move,2 out of 4,Semi-Furnished,North,1.0,1.0,3400000.0
2.0,1150.0,1,ahmedabad,Ready to Move,4 out of 7,Unfurnished,East,2.0,1.0,4200000.0
2.0,857.0,1,ahmedabad,Ready to Move,5 out of 12,Furnished,North - East,2.0,1.0,6500000.0
3.0,850.0,1,ahmedabad,Ready to Move,4 out of 13,Furnished,West,3.0,1.0,7700000.0
4.0,1679.0,1,ahmedabad,Ready to Move,9 out of 21,Unfurnished,North,4.0,1.0,14400000.0
4.0,1615.0,0,ahmedabad,Ready to Move,4 out of 14,Unfurnished,East,4.0,2.0,22000000.0
2.0,100.0,1,ahmedabad,Ready to Move,2 out of 4,Furnished,East,2.0,1.0,4500000.0
2.0,708.0,1,ahmedabad,Ready to Move,13 out of 13,Semi-Furnished,East,2.0,1.0,5600000.0
2.0,1262.0,1,ahmedabad,Ready to Move,9 out of 12,Unfurnished,East,2.0,3.0,5600000.0
4.0,2010.0,1,ahmedabad,Ready to Move,5 out of 9,Unfurnished,West,4.0,1.0,20900000.0
2.0,670.0,1,ahmedabad,Ready to Move,1 out of 12,Unfurnished,South - East,2.0,1.0,5200000.0
3.0,2045.0,0,ahmedabad,Ready to Move,Lower Basement out of 12,Unfurnished,East,3.0,1.0,14500000.0
2.0,69.0,1,ahmedabad,Ready to Move,6 out of 7,Furnished,East,2.0,1.0,4990000.0
2.0,850.0,1,ahmedabad,Ready to Move,2 out of 12,Semi-Furnished,East,2.0,1.0,6200000.0
2.0,84.0,0,ahmedabad,Ready to Move,8 out of 10,Unfurnished,North - East,2.0,1.0,5500000.0
3.0,1000.0,1,ahmedabad,Ready to Move,6 out of 10,Unfurnished,East,3.0,1.0,7000000.0
4.0,2973.0,0,ahmedabad,Ready to Move,1 out of 15,Unfurnished,North - East,4.0,1.0,20200000.0
3.0,1583.0,1,ahmedabad,Ready to Move,12 out of 16,Semi-Furnished,South -West,3.0,2.0,16800000.0
4.0,2160.0,1,ahmedabad,Ready to Move,8 out of 14,Unfurnished,East,4.0,4.0,21000000.0
2.0,1305.0,1,ahmedabad,Ready to Move,4 out of 4,Semi-Furnished,North - East,2.0,2.0,3700000.0
3.0,1200.0,1,ahmedabad,Ready to Move,8 out of 14,Furnished,East,3.0,2.0,16000000.0
4.0,3855.0,1,ahmedabad,Ready to Move,7 out of 7,Furnished,East,4.0,1.0,52100000.0
2.0,945.0,1,ahmedabad,Ready to Move,5 out of 10,Unfurnished,East,2.0,2.0,6000000.0
3.0,1800.0,0,ahmedabad,Ready to Move,5 out of 7,Semi-Furnished,East,3.0,2.0,5500000.0
3.0,1235.0,0,ahmedabad,Ready to Move,2 out of 12,Furnished,East,3.0,2.0,9900000.0
3.0,1840.0,0,ahmedabad,Ready to Move,12 out of 12,Furnished,East,3.0,2.0,11500000.0
4.0,4000.0,1,ahmedabad,Ready to Move,11 out of 12,Furnished,East,4.0,2.0,20000000.0
4.0,155.0,1,ahmedabad,Ready to Move,4 out of 4,Furnished,North,3.0,1.0,9900000.0
4.0,2500.0,0,ahmedabad,Ready to Move,13 out of 14,Furnished,East,5.0,1.0,52100000.0
2.0,830.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,2.0,2.0,4800000.0
3.0,721.0,1,ahmedabad,Ready to Move,5 out of 12,Unfurnished,East,2.0,1.0,7000000.0
1.0,792.0,1,ahmedabad,Ready to Move,6 out of 7,Unfurnished,East,2.0,1.0,2800000.0
3.0,1675.0,1,ahmedabad,Ready to Move,2 out of 5,Unfurnished,East,3.0,2.0,14000000.0
3.0,156.0,1,ahmedabad,Ready to Move,9 out of 12,Unfurnished,East,3.0,1.0,11600000.0
4.0,165.0,0,ahmedabad,Ready to Move,13 out of 13,Unfurnished,East,4.0,1.0,15800000.0
2.0,1210.0,1,ahmedabad,Ready to Move,2 out of 9,Furnished,North - East,1.0,1.0,6500000.0
3.0,1350.0,1,ahmedabad,Ready to Move,2 out of 5,Semi-Furnished,East,3.0,1.0,13000000.0
2.0,220.0,0,ahmedabad,Ready to Move,Ground out of 4,Furnished,East,2.0,2.0,7500000.0
3.0,1100.0,1,ahmedabad,Ready to Move,1 out of 3,Unfurnished,North - East,2.0,2.0,6200000.0
3.0,1150.0,0,ahmedabad,Ready to Move,8 out of 18,Unfurnished,East,3.0,1.0,10100000.0
2.0,960.0,1,ahmedabad,Ready to Move,4 out of 5,Furnished,North - East,2.0,2.0,5800000.0
2.0,1175.0,1,ahmedabad,Ready to Move,3 out of 3,Unfurnished,East,2.0,1.0,8200000.0
4.0,2211.0,1,ahmedabad,Ready to Move,2 out of 22,Unfurnished,East,3.0,3.0,9700000.0
3.0,1122.0,1,ahmedabad,Ready to Move,9 out of 12,Unfurnished,East,3.0,1.0,13000000.0
3.0,1286.0,1,ahmedabad,Ready to Move,1 out of 11,Furnished,East,3.0,2.0,9000000.0
3.0,1004.0,0,ahmedabad,Ready to Move,5 out of 14,Unfurnished,East,3.0,1.0,6500000.0
1.0,612.0,1,ahmedabad,Ready to Move,2 out of 5,Unfurnished,East,1.0,1.0,2300000.0
2.0,1076.0,1,ahmedabad,Ready to Move,3 out of 13,Unfurnished,East,2.0,1.0,6000000.0
1.0,73.0,1,ahmedabad,Ready to Move,7 out of 7,Unfurnished,East,1.0,1.0,2600000.0
4.0,2211.0,1,ahmedabad,Ready to Move,17 out of 22,Unfurnished,East,3.0,3.0,10000000.0
1.0,560.0,1,ahmedabad,Ready to Move,5 out of 5,Furnished,East,1.0,1.0,2450000.0
2.0,945.0,1,ahmedabad,Ready to Move,3 out of 3,Semi-Furnished,North,2.0,2.0,4500000.0
2.0,1494.0,1,ahmedabad,Ready to Move,1 out of 4,Semi-Furnished,West,2.0,3.0,10000000.0
3.0,1260.0,1,ahmedabad,Ready to Move,7 out of 7,Furnished,West,3.0,1.0,13000000.0
2.0,900.0,1,ahmedabad,Ready to Move,2 out of 5,Unfurnished,East,2.0,2.0,1430000.0
2.0,820.0,1,ahmedabad,Ready to Move,7 out of 12,Unfurnished,West,2.0,2.0,5800000.0
4.0,1654.0,0,ahmedabad,Ready to Move,8 out of 17,Unfurnished,East,4.0,4.0,11800000.0
5.0,2614.0,0,ahmedabad,Ready to Move,3 out of 20,Unfurnished,East,5.0,1.0,34000000.0
2.0,790.0,1,ahmedabad,Ready to Move,11 out of 12,Semi-Furnished,West,2.0,1.0,5300000.0
2.0,906.0,1,ahmedabad,Ready to Move,4 out of 12,Unfurnished,East,2.0,2.0,5200000.0
4.0,2665.0,0,ahmedabad,Ready to Move,6 out of 6,Unfurnished,East,4.0,1.0,22799999.999999996
2.0,756.0,0,ahmedabad,Ready to Move,1 out of 12,Furnished,East,2.0,2.0,6500000.0
4.0,2531.0,1,ahmedabad,Ready to Move,2 out of 7,Furnished,East,4.0,2.0,22500000.0
2.0,906.0,1,ahmedabad,Ready to Move,4 out of 12,Unfurnished,East,2.0,2.0,5300000.0
4.0,2490.0,1,ahmedabad,Ready to Move,10 out of 17,Furnished,East,6.0,2.0,22400000.000000004
2.0,895.0,0,ahmedabad,Ready to Move,5 out of 12,Semi-Furnished,North - East,2.0,1.0,6100000.0
2.0,588.0,1,ahmedabad,Ready to Move,3 out of 15,Unfurnished,North,2.0,1.0,4200000.0
2.0,1470.0,1,ahmedabad,Ready to Move,1 out of 5,Furnished,East,1.0,1.0,8500000.0
2.0,751.0,1,ahmedabad,Ready to Move,3 out of 14,Semi-Furnished,East,2.0,1.0,5650000.0
2.0,877.0,1,ahmedabad,Ready to Move,4 out of 12,Unfurnished,East,2.0,1.0,4900000.0
4.0,2006.0,1,ahmedabad,Ready to Move,10 out of 11,Furnished,East,4.0,2.0,27500000.0
4.0,3100.0,0,ahmedabad,Ready to Move,10 out of 16,Unfurnished,East,5.0,1.0,54500000.0
2.0,500.0,1,ahmedabad,Ready to Move,7 out of 10,Unfurnished,North - East,2.0,1.0,3500000.0
3.0,1100.0,1,ahmedabad,Ready to Move,13 out of 13,Furnished,East,3.0,2.0,12000000.0
4.0,1206.0,0,ahmedabad,Ready to Move,11 out of 11,Unfurnished,North - East,4.0,1.0,33500000.0
2.0,1100.0,1,ahmedabad,Ready to Move,3 out of 7,Furnished,East,2.0,2.0,8500000.0
4.0,3638.0,0,ahmedabad,Ready to Move,9 out of 13,Unfurnished,East,4.0,1.0,28000000.0
3.0,1200.0,0,ahmedabad,Ready to Move,8 out of 14,Semi-Furnished,East,3.0,1.0,15000000.0
3.0,1800.0,1,ahmedabad,Ready to Move,2 out of 12,Unfurnished,East,3.0,1.0,18500000.0
2.0,693.0,1,ahmedabad,Ready to Move,11 out of 12,Unfurnished,East,2.0,1.0,3200000.0
3.0,1200.0,1,ahmedabad,Ready to Move,7 out of 17,Unfurnished,East,3.0,2.0,12000000.0
4.0,1600.0,1,ahmedabad,Ready to Move,5 out of 12,Unfurnished,East,4.0,2.0,16500000.0
2.0,693.0,0,ahmedabad,Ready to Move,4 out of 13,Unfurnished,East,2.0,1.0,5220000.0
2.0,990.0,1,ahmedabad,Ready to Move,2 out of 5,Furnished,East,2.0,2.0,5500000.0
4.0,1380.0,1,ahmedabad,Ready to Move,8 out of 12,Furnished,East,4.0,2.0,16000000.0
3.0,969.0,0,ahmedabad,Ready to Move,2 out of 13,Furnished,East,3.0,1.0,10000000.0
3.0,1350.0,1,ahmedabad,Ready to Move,Lower Basement out of 7,Furnished,West,2.0,1.0,19500000.0
3.0,1400.0,1,ahmedabad,Ready to Move,7 out of 12,Unfurnished,East,3.0,3.0,12500000.0
3.0,1068.0,0,ahmedabad,Ready to Move,9 out of 22,Unfurnished,East,3.0,1.0,6800000.0
2.0,918.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,North,2.0,1.0,6000000.0
3.0,101.0,0,ahmedabad,Ready to Move,11 out of 14,Unfurnished,East,3.0,1.0,6400000.0
3.0,950.0,0,ahmedabad,Ready to Move,5 out of 12,Unfurnished,East,3.0,1.0,7200000.0
4.0,1625.0,1,ahmedabad,Ready to Move,6 out of 6,Unfurnished,East,3.0,1.0,18200000.0
4.0,2052.0,1,ahmedabad,Ready to Move,14 out of 22,Unfurnished,East,4.0,1.0,22900000.0
1.0,179.0,1,ahmedabad,Ready to Move,4 out of 5,Unfurnished,North,1.0,1.0,1800000.0
4.0,2532.0,0,ahmedabad,Ready to Move,11 out of 13,Furnished,East,4.0,1.0,37000000.0
3.0,113.0,0,ahmedabad,Ready to Move,7 out of 7,Unfurnished,East,3.0,1.0,11200000.000000002
3.0,825.0,1,ahmedabad,Ready to Move,7 out of 14,Unfurnished,East,3.0,1.0,5740000.0
3.0,928.0,0,ahmedabad,Ready to Move,10 out of 22,Unfurnished,East,3.0,1.0,7200000.0
4.0,8000.0,1,ahmedabad,Ready to Move,12 out of 12,Furnished,North - East,4.0,1.0,110000000.0
3.0,150.0,1,ahmedabad,Ready to Move,4 out of 7,Furnished,West,3.0,3.0,14000000.0
3.0,220.0,0,ahmedabad,Ready to Move,Lower Basement out of 14,Unfurnished,East,3.0,1.0,12000000.0
3.0,1409.0,0,ahmedabad,Ready to Move,6 out of 17,Unfurnished,East,3.0,1.0,9800000.0
4.0,2122.0,0,ahmedabad,Ready to Move,11 out of 20,Unfurnished,North - East,2.0,2.0,23000000.0
2.0,800.0,1,ahmedabad,Ready to Move,4 out of 12,Furnished,East,2.0,1.0,6200000.0
4.0,2796.0,0,ahmedabad,Ready to Move,9 out of 14,Unfurnished,East,4.0,1.0,42100000.0
3.0,920.0,1,ahmedabad,Ready to Move,7 out of 14,Unfurnished,East,3.0,1.0,6590000.000000001
1.0,774.0,1,ahmedabad,Ready to Move,3 out of 5,Unfurnished,North,1.0,1.0,2500000.0
3.0,818.0,0,ahmedabad,Ready to Move,7 out of 14,Unfurnished,East,3.0,1.0,6300000.0
3.0,1450.0,1,ahmedabad,Ready to Move,11 out of 14,Unfurnished,East,3.0,2.0,8400000.0
2.0,550.0,1,ahmedabad,Ready to Move,6 out of 7,Unfurnished,South -West,2.0,2.0,2600000.0
2.0,1107.0,1,ahmedabad,Ready to Move,4 out of 7,Semi-Furnished,East,2.0,2.0,3850000.0
2.0,936.0,1,ahmedabad,Ready to Move,2 out of 5,Unfurnished,East,2.0,1.0,8000000.0
2.0,848.0,1,ahmedabad,Ready to Move,3 out of 5,Semi-Furnished,East,2.0,1.0,5000000.0
4.0,1975.0,0,ahmedabad,Ready to Move,7 out of 14,Unfurnished,East,4.0,1.0,15000000.0
2.0,660.0,1,ahmedabad,Ready to Move,5 out of 12,Unfurnished,East,2.0,2.0,4800000.0
2.0,658.0,1,ahmedabad,Ready to Move,4 out of 5,Semi-Furnished,East,2.0,1.0,4500000.0
4.0,312.0,1,ahmedabad,Ready to Move,3 out of 7,Unfurnished,East,4.0,2.0,24000000.0
1.0,600.0,1,ahmedabad,Ready to Move,3 out of 7,Semi-Furnished,East,2.0,2.0,1700000.0
3.0,1290.0,1,ahmedabad,Ready to Move,3 out of 7,Unfurnished,East,3.0,1.0,16200000.000000002
2.0,66.0,1,ahmedabad,Ready to Move,2 out of 7,Unfurnished,East,2.0,1.0,4300000.0
2.0,100.0,1,ahmedabad,Ready to Move,2 out of 7,Unfurnished,East,2.0,1.0,4300000.0
4.0,3200.0,1,ahmedabad,Ready to Move,Upper Basement out of 14,Furnished,East,4.0,3.0,65000000.0
3.0,1150.0,1,ahmedabad,Ready to Move,3 out of 12,Semi-Furnished,North,3.0,1.0,11000000.0
3.0,290.0,1,ahmedabad,Ready to Move,3 out of 5,Furnished,East,3.0,2.0,17000000.0
2.0,756.0,0,ahmedabad,Ready to Move,8 out of 14,Unfurnished,East,2.0,1.0,7250000.0
3.0,1200.0,1,ahmedabad,Ready to Move,2 out of 5,Furnished,East,3.0,2.0,14000000.0
2.0,756.0,0,ahmedabad,Ready to Move,6 out of 14,Unfurnished,East,2.0,1.0,7000000.0
3.0,1123.0,1,ahmedabad,Ready to Move,1 out of 12,Unfurnished,East,3.0,2.0,8700000.0
4.0,2600.0,1,ahmedabad,Ready to Move,8 out of 10,Semi-Furnished,East,4.0,2.0,28000000.0
4.0,2300.0,1,ahmedabad,Ready to Move,5 out of 7,Unfurnished,East,5.0,2.0,31500000.0
4.0,1159.0,1,ahmedabad,Ready to Move,9 out of 16,Unfurnished,North,3.0,3.0,16000000.0
3.0,1100.0,1,ahmedabad,Ready to Move,Lower Basement out of 3,Furnished,East,3.0,1.0,20000000.0
3.0,1069.0,0,ahmedabad,Ready to Move,Lower Basement out of 14,Semi-Furnished,East,3.0,1.0,12100000.0
2.0,632.0,1,ahmedabad,Ready to Move,5 out of 5,Semi-Furnished,East,2.0,1.0,4200000.0
4.0,1900.0,1,ahmedabad,Ready to Move,7 out of 7,Furnished,East,5.0,1.0,26500000.0
2.0,685.0,1,ahmedabad,Ready to Move,5 out of 14,Unfurnished,East,2.0,1.0,5800000.0
3.0,1100.0,1,ahmedabad,Ready to Move,10 out of 12,Unfurnished,North - East,3.0,3.0,10000000.0
2.0,85.0,1,ahmedabad,Ready to Move,1 out of 5,Unfurnished,East,2.0,2.0,4000000.0
3.0,128.0,0,ahmedabad,Ready to Move,1 out of 5,Furnished,East,3.0,1.0,6000000.0
2.0,750.0,1,ahmedabad,Ready to Move,5 out of 12,Furnished,East,2.0,2.0,5000000.0
5.0,3700.0,0,ahmedabad,Ready to Move,2 out of 7,Unfurnished,West,5.0,1.0,67200000.0
2.0,1400.0,1,ahmedabad,Ready to Move,4 out of 7,Furnished,East,2.0,1.0,7000000.0
4.0,2018.0,1,ahmedabad,Ready to Move,5 out of 7,Furnished,East,4.0,1.0,22500000.0
3.0,900.0,1,ahmedabad,Ready to Move,1 out of 7,Unfurnished,North - East,3.0,1.0,7000000.0
3.0,1300.0,1,ahmedabad,Ready to Move,4 out of 7,Unfurnished,East,2.0,1.0,7000000.0
2.0,1300.0,1,ahmedabad,Ready to Move,12 out of 12,Furnished,East,2.0,2.0,7300000.0
3.0,1245.0,1,ahmedabad,Ready to Move,5 out of 12,Unfurnished,East,3.0,1.0,27000000.0
2.0,600.0,1,ahmedabad,Ready to Move,6 out of 14,Semi-Furnished,East,2.0,1.0,6200000.0
3.0,110.0,1,ahmedabad,Ready to Move,4 out of 5,Unfurnished,East,3.0,2.0,9500000.0
3.0,882.0,0,ahmedabad,Ready to Move,9 out of 14,Unfurnished,East,3.0,4.0,6200000.0
3.0,1500.0,0,ahmedabad,Ready to Move,12 out of 14,Semi-Furnished,North - East,3.0,3.0,9000000.0
4.0,1612.0,0,ahmedabad,Ready to Move,14 out of 17,Unfurnished,East,4.0,1.0,23100000.0
2.0,700.0,1,ahmedabad,Ready to Move,7 out of 7,Furnished,East,2.0,3.0,4500000.0
3.0,1000.0,1,ahmedabad,Ready to Move,5 out of 11,Unfurnished,East,3.0,3.0,6500000.0
3.0,174.0,1,ahmedabad,Ready to Move,1 out of 14,Furnished,East,3.0,1.0,26500000.0
3.0,1200.0,0,ahmedabad,Ready to Move,5 out of 12,Unfurnished,East,3.0,1.0,9700000.0
5.0,3700.0,0,ahmedabad,Ready to Move,10 out of 10,Furnished,East,5.0,1.0,55000000.0
3.0,1228.0,1,ahmedabad,Ready to Move,5 out of 14,Unfurnished,East,3.0,1.0,13500000.0
2.0,81.0,1,ahmedabad,Ready to Move,9 out of 11,Furnished,East,2.0,1.0,5500000.0
4.0,2429.0,0,ahmedabad,Ready to Move,4 out of 7,Unfurnished,East,4.0,2.0,33900000.0
3.0,950.0,1,ahmedabad,Ready to Move,5 out of 14,Unfurnished,East,3.0,1.0,7100000.0
2.0,932.0,1,ahmedabad,Ready to Move,1 out of 1,Semi-Furnished,East,2.0,1.0,5700000.0
3.0,1500.0,1,ahmedabad,Ready to Move,10 out of 12,Unfurnished,East,3.0,3.0,10500000.0
2.0,665.0,1,ahmedabad,Ready to Move,7 out of 14,Unfurnished,East,2.0,1.0,5800000.0
2.0,1220.0,1,ahmedabad,Ready to Move,3 out of 4,Unfurnished,East,2.0,2.0,4600000.0
2.0,1180.0,1,ahmedabad,Ready to Move,1 out of 7,Furnished,North - East,2.0,3.0,4000000.0
2.0,1000.0,1,ahmedabad,Ready to Move,5 out of 5,Unfurnished,South,2.0,1.0,3300000.0
4.0,204.0,1,ahmedabad,Ready to Move,3 out of 3,Furnished,North - East,4.0,2.0,30000000.0
2.0,940.0,1,ahmedabad,Ready to Move,3 out of 5,Semi-Furnished,East,2.0,2.0,2800000.0
4.0,2080.0,1,ahmedabad,Ready to Move,2 out of 2,Furnished,East,4.0,2.0,24600000.0
2.0,640.0,1,ahmedabad,Ready to Move,6 out of 11,Unfurnished,East,2.0,2.0,4500000.0
4.0,1240.0,1,ahmedabad,Ready to Move,6 out of 7,Unfurnished,East,3.0,1.0,9500000.0
3.0,990.0,0,ahmedabad,Ready to Move,5 out of 12,Unfurnished,East,3.0,1.0,8600000.0
3.0,1400.0,1,ahmedabad,Ready to Move,11 out of 17,Unfurnished,East,3.0,1.0,22500000.0
3.0,1800.0,1,ahmedabad,Ready to Move,2 out of 14,Unfurnished,East,3.0,1.0,21500000.0
2.0,882.0,1,ahmedabad,Ready to Move,3 out of 3,Furnished,East,2.0,1.0,5600000.0
